No.,자음그룹,한자,대표훈음,원획수,뜻풀이(원문),자원오행,원본페이지,비고
281,거,巨,클 거,5,"크다, 많다, 이찌",火,23,
282,거,去,갈 거,5,"가다, 버리다, 떨어지다, 덜다. 쫓다, 떠나다","火,水",23,
283,거,車,수레 거,7,수레. 수레 차,火,23,
284,거,姖,산 이름 거,7,단정할. 산 이름 거,木,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가); 기준본 음(대표) 필드 오류로 뜻풀이 텍스트에서 재추출함"
285,거,岠,큰 산 거,7,큰산. 큰 산 거,木,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가); 기준본 음(대표) 필드 오류로 뜻풀이 텍스트에서 재추출함"
286,거,呿,하품 거,8,"하품하다, 입 벌리다",水,23,페이지 상단 별도 박스 표기
287,거,居,살 거,8,"살다, 살게 하다, 있다, 있다, 쌓다. 실림살이",木,23,
288,"거,구,궤",柜,느티나무 거,8,고리버들. 느티나무 거. 곱자 구. 궤 궤,木,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가); 기준본 음(대표) 필드 오류로 뜻풀이 텍스트에서 재추출함"
289,거,歫,막을 거,8,그칠. 막을 거,木,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가); 기준본 음(대표) 필드 오류로 뜻풀이 텍스트에서 재추출함"
290,거,拒,겨룰 거,9,"막다, 겨루다, 어기다, 방어",木,23,
291,거,炬,횃불 거,9,"횃 불, 등 불, 태우다",火,23,
292,거,昛,밝을 거,9,"밝다, 크다",火,23,
293,거,秬,검은기장 거,10,"검은 기장, 알이 검은 곡식",木,24,
294,거,倨,거만할 거,10,"거만하다, 걸터앉다, 불손하다",火,24,
295,거,祛,물리칠 거,10,"물리치다, 굳세다, 떨어 없애다",火,24,
296,거,袪,소매 거,11,"옷 소매, 굳센 모양, 들다, 가다",木,24,
297,거,苣,상추 거,11,"상추, 횃불, 검은 깨",木,24,
298,거,胠,열 거,11,"열다, 막다, 겨드랑이, 갈비",水,24,
299,거,据,일할 거,12,"일하다, 경영하는 모양, 일하는 모양",木,24,
300,거,距,멀어질 거,12,"떨어져 있다, 이르다, 뛰다, 겨루다. 크다",土,24,
301,거,莒,감자 거,13,"감자, 주나라 때 제후의 이름",木,24,
302,거,筥,광주리 거,13,"광주리, 통",木,24,
303,거,裾,옷깃 거,13,"옷깃, 옷자락, 옷이 크다, 찬란하다. 옷깃이 빳빳한 모양, 거만하다",木,24,
304,거,鉅,클 거,13,"크다, 강하다, 존귀한 사람, 어찌. 갈고리",金,24,
305,거,渠,도랑 거,13,"도랑, 개천, 크다, 우두머리, 옮기다",水,24,
306,거,腒,새포 거,14,"새의 포, 굽은 포, 절반",水,24,
307,거,駏,버새 거,15,버새. 양나귀와 숫말 사이에 태어난 트기,火,24,
308,거,踞,걸터앉을 거,15,"걸터앉다, 쭈그리고 앉다, 웅크리다",土,24,
309,거,鋸,자를 거,16,"자르다, 톱, 켜다",金,24,
310,거,據,의지할 거,17,"의지하다, 의거하다, 웅거하다. 기대다, 근원, 증거",木,24,
311,거,擧,들 거,18,"들다, 나다, 키우다, 일으키다, 모두. 올리다",木,24,
312,거,蕖,연꽃 거,18,"연꽃, 씨 토란, 풀 이름",木,24,
313,거,櫃,상자 궤,18,"상자, 궤, 함. 느티나무 거",木,59,
314,거,醵,추렴할 거,20,"술잔치, 술 추렴, 술 추렴하다. 추렴할 갹",金,23,획수 육필 수정(20)
315,거,遽,급할 거,20,"급히, 갑자기, 당황하다, 두려워하다. 놀래다",土,25,
316,거,欅,느티나무 거,21,느티나무. 느티나무 거,木,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가); 기준본 음(대표) 필드 오류로 뜻풀이 텍스트에서 재추출함"
317,거,籧,대자리 거,23,"대자리, 대 광주리, 천상바라기",木,25,
318,거,蘧,풀이름 거,23,"풀 이름, 술 패랭이꽃, 버섯",木,25,
319,건,巾,수건 건,3,"수건, 두건, 덮다, 헝겊",木,25,
320,건,件,물건 건,6,"사건, 물건, 조건, 구분하다, 가지",火,25,
321,"건,월",囝,아이 건,6,아이. 아이 건. 달 월,木,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가); 기준본 음(대표) 필드 오류로 뜻풀이 텍스트에서 재추출함"
322,건,建,세울 건,9,"세우다, 갈다, 열쇠, 길다, 엎지르다",木,25,
323,건,乹,하늘 건,9,乾. 하늘 건,木,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가); 기준본 음(대표) 필드 오류로 뜻풀이 텍스트에서 재추출함"
324,건,虔,정성 건,10,"정성스럽다, 배풀다, 굳다, 공경하다",木,25,
325,건,健,굳셀 건,11,"굳세다, 건강하다, 튼튼하다. 교만하다",火,25,
326,건,乾,하늘 건,11,"하늘, 임금, 굳세다, 부지런하다. 마르다, 말리다",金,25,
327,건,楗,빗장 건,13,"문빗장, 길다, 방죽",木,25,
328,건,揵,세울 건,13,"세우다, 메다, 들다, 문빗장, 걸다",木,25,
329,건,愆,허물 건,13,"허물, 잘질, 나쁜 병",火,25,
330,건,犍,불깐소 건,13,"불깐 소, 거세하다",土,25,
331,건,建(이체자),세울 건,13,"세우다, 길다, 걸어가는 모양. 建과 同字",土,25,建의 이체자(구체 자형 확인요망)
332,건,湕,물이름 건,13,물 이름,水,25,
333,"건,율",䢖,세울 건,13,건. 율. 걸어가는 모양 율. 세울 건. 엎지를 건,木,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
334,건,搴,가질 건,14,"가지다, 걷다",木,25,
335,건,睷,눈으로셀 건,14,"눈으로 세다, 목측하다",木,25,
336,건,㨜,서로 도울 건,14,건. 서로 도울 건,木,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
337,건,乾(이체자),하늘 건,15,"하늘, 임금, 굳세다, 부지런하다. 마르다, 말리다. 乾과 同字",水,25,"乾의 이체자(氵 변형, 구체 자형 확인요망)"
338,건,腱,힘줄 건,15,"힘줄, 힘줄 밑동, 큰 힘줄",水,25,
339,건,褰,출 건,16,"추다, 바지, 걷다",木,25,
340,건,踺,밝을 건,16,밝다,土,26,
341,건,漧,하늘 건,16,하늘 건. 마를 건,水,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
342,건,蹇,절뚝거릴 건,17,"절뚝거리다, 굼뜨다, 고생하다, 절다",土,26,
343,건,鍵,열쇠 건,17,"열쇠, 비녀장, 건반",金,26,
344,건,謇,떠듬거릴 건,17,"떠듬다, 어렵다, 아~!",金,26,
345,건,鞬,동개 건,18,"동개, 활과 화살을 넣는 통",金,26,
346,건,騫,고개들 건,20,"고개들다, 이지러지다, 그르치다. 둔하다, 느리다, 손상하다",火,26,
347,건,攓,뽑을 건,21,걷을. 뽑을 건,木,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가); 기준본 음(대표) 필드 오류로 뜻풀이 텍스트에서 재추출함"
348,걸,乞,얻을 걸,3,"얻다, 구걸하다, 구하다, 빌다, 거지","木,水,金",26,
349,걸,乬,걷을 걸,6,"걷다, 걸음의 동작(걷는 행동). 걸음걸이, 발걸음의 모양(걸음의 상태)",木,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
350,걸,杰,뛰어날 걸,8,"준걸, 뛰어나다, 훌륭하다. 傑의 俗字",火,26,
351,걸,桀,뛰어날 걸,10,"뛰어나다, 횃대, 걸다, 훌륭하다",木,26,
352,걸,傑,준걸 걸,12,"준걸, 뛰어나다, 훌륭하다. 杰과 同字",火,26,
353,걸,嵥,높을 걸,13,한없이높을. 높을 걸,木,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가); 기준본 음(대표) 필드 오류로 뜻풀이 텍스트에서 재추출함"
354,걸,榤,홰 걸,14,"홰, 횃대, 닭이나 새가 몰라 쉬는 곳",木,26,
355,걸,揭,헌걸찬 걸,14,"가다, 헌걸차다, 어찌, 왜",火,26,
356,"걸,흘",朅,갈 걸,14,갈 걸. 헌걸찰 흘,火,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
357,검,芡,가시연 검,10,연 꽃의 한 종류,木,26,
358,검,鈐,자물쇠 검,12,"자물쇠, 비녀장, 열쇠, 도장찍다",金,26,
359,검,儉,검소할 검,15,"검소하다, 절약하다",火,26,
360,검,劍,칼 검,15,"칼, 비수, 찌르다, 죽이다. 劒과 同字",金,26,
361,검,黔,검을 검,16,"검다, 그을리다, 검은 빛",水,26,페이지 상단 별도 박스 표기
362,검,劒,죽일 검,16,"칼, 비수, 찌르다, 죽이다. 劍의 本字",金,26,
363,검,檢,검사할 검,17,"검사하다, 봉함, 법식, 행검, 조고. 초안, 조행",木,26,
364,검,撿,단속할 검,17,"단속하다, 조사하다, 맞춰보다",木,26,
365,검,瞼,눈꺼풀 검,18,"눈꺼풀, 고물",木,26,
366,겁,刦,겁탈할 겁,7,"겁탈하다, 겁주다, 으르다. 刧과 同字",金,27,
367,겁,刧,겁탈할 겁,7,"겁탈하다, 겁주다, 으르다. 劫과 同字",金,27,
368,겁,劫,겁탈할 겁,7,"겁탈하다, 겁주다, 으르다. 강도, 위협하다, 빼앗다",水,27,
369,"겁,거",抾,협박할 겁,9,가져갈. 협박할 겁. 잡을 거,木,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가); 기준본 음(대표) 필드 오류로 뜻풀이 텍스트에서 재추출함"
370,겁,怯,무서워할 겁,12,"겁내다, 무서워하다, 약하다, 피하다",火,27,
371,겁,迲,갈 겁,12,가다,土,27,
372,게,偈,쉴 게,11,"쉬다, 힘쓰다, 빠르다, 불경",火,27,
373,게,揭,높이들 게,13,"높이 들다, 걸다, 지다, 걷다",木,27,
374,게,憩,휴식할 게,16,"휴식하다, 쉬다",火,27,
375,격,格,이를 격,10,"이르다, 오르다, 바르다, 법. 격자, 자리",木,27,
376,격,挌,칠 격,10,"치다, 굳다, 마르다",木,27,
377,격,鬲,손잡이 격,10,"손잡이, 막다, 토하다, 솥",金,27,
378,격,覡,박수 격,14,"박수, 남자 무당",火,27,
379,격,毄,부딪칠 격,14,"부딪치다, 털다, 애쓰다",金,27,
380,격,鴃,때까치 격,15,"때까치, 백설조",火,27,
381,격,骼,뼈 격,16,"뼈, 골격, 치다, 때리다",金,27,
382,격,膈,흉격 격,16,"흉격, 횡격막, 막다",水,27,
383,격,檄,격문 격,17,"격문, 격서, 편지, 회문, 빼어나다",木,27,
384,격,闃,고요할 격,17,"고요하다, 조용하다, 인기척이 없다",木,27,
385,격,擊,칠 격,17,"치다, 부딪치다, 죽이다. 마주치다",木,27,
386,격,激,과격할 격,17,"빠르다, 과격하다, 격렬하다. 떨치다, 맑은 소리",水,27,
387,격,隔,막을 격,18,"막다, 사이가 뜨다, 막이. 이미, 이왕에",土,28,
388,견,犬,개 견,3,개,土,28,
389,견,見,볼 견,7,"보다, 보이다, 견해, 당하다. 나타날 현",火,28,
390,견,畎,밭도랑 견,9,"밭 도랑, 물 대다, 산골짜기",土,28,
391,견,肩,어깨 견,10,"어깨, 견디다, 곧다. 세 살 먹은 짐승",水,28,
392,견,堅,굳을 견,11,"굳다, 굳어지다, 견고하다. 갑주(갑옷과 투구)",土,28,
393,견,牽,이끌 견,11,"끌다, 이끌다, 거리끼다. 강요하다",土,28,
394,견,狷,성급할 견,11,"성급하다, 굽히지 아니하다. 의심하여 주저하다",土,28,
395,"견,현",涀,강 이름 견,11,작은도랑. 강 이름 견. 강 이름 현,木,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가); 기준본 음(대표) 필드 오류로 뜻풀이 텍스트에서 재추출함"
396,견,詃,꾈 견,12,꾀일. 꾈 견,木,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가); 기준본 음(대표) 필드 오류로 뜻풀이 텍스트에서 재추출함"
397,견,絹,비단 견,13,"명주, 비단",木,28,
398,견,筧,성급할 견,13,"대 홈통, 대나무의 종류",木,28,
399,"견,완",掔,끌 견,13,끌어갈. 끌 견. 팔뚝 완,木,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가); 기준본 음(대표) 필드 오류로 뜻풀이 텍스트에서 재추출함"
400,견,甄,밝힐 견,14,"밝히다, 교화하다, 굽다. 살피다, 나타내다",土,28,
401,견,鄄,땅 이름 견,15,땅이름. 땅 이름 견,木,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가); 기준본 음(대표) 필드 오류로 뜻풀이 텍스트에서 재추출함"
402,견,縳,명주 견,17,"명주, 장목, 고운 명주, 희다",木,28,
403,견,遣,보낼 견,17,"보내다, 시집을 보내다. 하사품, 원한을 풀다",土,28,
404,견,鵑,두견새 견,18,"두견새, 소쩍새. 진달래",火,28,
405,견,繭,누에고치 견,19,"고치, 누에고치, 솜옷, 실. 부르트다",木,28,
406,견,羂,올무 견,19,"올무, 올무를 써서 잡다. 짚어 매다",木,28,
407,견,繾,정성 견,20,"극진하다, 매우 정성스럽다",木,28,
408,견,譴,꾸짖을 견,21,"꾸짖다, 허물, 책망",金,28,
409,견,鰹,가물치 견,22,"가물치, 큰 가물치",土,28,
410,견,蠲,밝을 견,23,"밝다, 맑다, 병이 낫다, 제거하다",水,28,
411,결,抉,도려낼 결,8,"도려내다, 들추어 내다, 폭로하다. 파다, 파 헤치다, 구멍을 파다",木,29,
412,결,決,결단할 결,8,"결단하다, 판단하다, 결정하다. 반드시, 꼭",木,29,
413,"결,계",炔,불타기 시작할 결,8,연기 뭉게뭉게 일어날. 불타기 시작할 결. 연기 나는 모양 계,木,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가); 기준본 음(대표) 필드 오류로 뜻풀이 텍스트에서 재추출함"
414,결,㓞,깨끗할 결,9,"깨끗하다, 고결하다",土,29,
415,결,玦,패옥 결,9,"패옥, 활 깍지",金,29,
416,결,㛃,맑을 결,9,깨끗할. 맑을 결,木,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가); 기준본 음(대표) 필드 오류로 뜻풀이 텍스트에서 재추출함"
417,결,缺,없어질 결,10,"없어지다, 모자라다, 이지러지다. 떠나다",土,29,
418,결,觖,서운해할 결,11,"바라다, 들추어내다, 허를 차다",木,29,
419,결,訣,이별할 결,11,"이별하다, 헤어지다, 이별. 비결",金,29,
420,"결,열,견,연",焆,불빛 결,11,불빛 결. 불빛 열. 밝을 견. 불 모양 연,火,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
421,결,洯,깨끗할 결,11,맑은물. 깨끗할 결,木,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가); 기준본 음(대표) 필드 오류로 뜻풀이 텍스트에서 재추출함"
422,결,結,맺을 결,12,"맺다, 맺히다, 매듭",木,29,
423,결,迼,뛸 결,13,"뛰다, 달리다",土,29,
424,결,潔,깨끗할 결,14,깨끗하다. 潔과 同字,水,29,
425,결,㓗,깨끗할 결,14,결. 깨끗할 결,木,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
426,결,潔,깨끗할 결,16,"깨끗하다, 순결하다. 潔과 同字",水,29,
427,결,闋,마칠 결,17,"마치다, 문단다, 다하다",木,29,
428,결,䤿,새길 결,18,결. 새길 결,木,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
429,겸,岭,산이름 겸,7,"산 이름, 높낮이가 있는 모양",土,29,
430,겸,岒,산이 작고 높을 겸,7,산이 작고 높을 겸. 산 작고 높을 겸,土,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
431,겸,拑,입다물 겸,9,"입 다물다, 재갈을 물리다",木,29,
432,겸,兼,겸할 겸,10,"겸하다, 쌓다",金,29,
433,겸,傔,시중들 겸,12,"시중들다, 족하다, 시중꾼",火,29,
434,겸,鉗,칼 겸,13,"칼, 끼리다, 항쇄, 칼을 씌우다",金,29,
435,겸,嗛,겸손할 겸,13,"겸손하다, 싫어하다, 모자라다",水,29,
436,겸,嵰,산 높고 험한 모양 겸,13,험산높은모양. 산 높고 험한 모양 겸,木,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가); 기준본 음(대표) 필드 오류로 뜻풀이 텍스트에서 재추출함"
437,겸,槏,창틀 겸,14,창 틀,木,29,
438,겸,箝,재갈먹일 겸,14,"재갈 먹이다, 입을 다물다, 끼우다. 구하다, 탐구하다",木,30,
439,겸,慊,흡족할 겸,14,"좋다, 흡족하다, 찐덥지 않다",火,30,
440,겸,歉,흉년들 겸,14,"흉년 들다, 부족하다",火,30,
441,겸,縑,비단 겸,16,"비단, 합사비단",木,30,
442,겸,蒹,갈대 겸,16,갈대,木,30,
443,겸,謙,겸손할 겸,17,"겸손하다, 사양하다, 양보하다",金,30,
444,겸,黦,물이름 겸,17,"검다, 물 이름, 얕은 금향 빛",水,30,
445,"겸,금,감",黚,얕은 금향빛 겸,17,얕은 금향빛 겸. 검누를 겸. 검푸른빛 금. 검을 감,水,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
446,겸,鎌,낫 겸,18,낫,金,30,
447,겸,鼸,두더쥐 겸,23,"두더지, 사향뒤쥐",木,30,
448,경,冂,멀 경,2,"멀다, 빌다, 밀다",火,30,
449,경,更,고칠 경,7,"고치다, 대신하다, 갚다, 잇다. 겪다, 지나다",火,30,
450,경,冏,빛날 경,7,"빛나다, 밝다",火,30,
451,경,巠,물줄기 경,7,"물줄기, 지하수, 물이 질펀하다",水,30,
452,경,冏,빛날 경,7,"빛나다, 밝다. 冏과 同字",火,30,획수 육필 수정(8→7)
453,경,囧,빛날 경,7,"빛날 경(빛나다, 환하다). 난처하거나 당황한 표정을 나타내는 이모티콘적 용법(현대적 사용)",水,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
454,경,炅,빛날 경,8,"빛나다, 열, 밝다, 빛이 나타나다. 열기, 원기",火,30,
455,경,京,서울 경,8,"서울, 언덕, 크다, 수도. 가지런하다","火,土",30,
456,경,坰,들 경,8,"들, 교외, 성밖, 야외, 땅이름",土,30,
457,경,庚,천간 경,8,"천간, 고치다, 갚다, 나이. 별, 길",金,30,
458,경,灮,빛 광,8,"빛, 명예, 영화롭다, 문화, 크다. 넓다, 아름다움, 세월, 경치, 풍경",火,46,
459,경,徑,지름길 경,9,"지름길, 곧다, 빠르다, 곧바로",火,30,
460,경,亰,서울 경,9,"서울, 도읍, 수도, 언덕, 크다. 성하다, 京과 同字","土,火",30,
461,경,冱,차가울 경,9,"차다, 냉정하다, 차갑다",水,31,페이지 상단 별도 박스 표기
462,경,扃,빗장 경,9,"빗장, 문, 닫다. 밝다",木,31,
463,경,畊,밭갈 경,9,"밭 갈다, 농사에 힘쓰다, 고르다. 노력하다",土,31,
464,경,勁,굳셀 경,9,"굳세다, 강건하다, 세다",金,31,
465,경,剄,목벨 경,9,"목 베다, 치다, 굳세다",金,31,
466,경,㓏,싸늘할 경,9,경. 싸늘할 경,木,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
467,"경,길",俓,지름길 경,9,"지름길 경(지름길, 바로 가는 길). 곧고 빠른 길, 직행로(바로 통하는 길)",火,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
468,경,𠗊,찰 경,9,경. 찰 경,木,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
469,경,徑,지름길 경,10,"지름길, 빠르다, 지나다, 곧다. 원의 지름",火,31,
